against_bug,against_dark,against_dragon,against_electric,against_fairy,against_fight,against_fire,against_flying,against_ghost,against_grass,against_ground,against_ice,against_normal,against_poison,against_psychic,against_rock,against_steel,against_water,attack,base_egg_steps,base_happiness,base_total,capture_rate,classfication,defense,experience_growth,height_m,hp,japanese_name,name,percentage_male,sp_attack,sp_defense,speed,type1,type2,weight_kg,generation,is_legendary
1.0,1.0,0.9797101449275363,1.0,1.0,1.0662450066577895,1.1474700399467377,2.0,1.0,0.25,0.0,4.0,1.0,2.0,1.0,2.0,1.0,0.5,35,5120,70,250,255.0,Cottonweed,40,1059860,0.4,35,Haneccoハネッコ,Hoppip,50.0,35,55,50,1,3,0.5,2,0
1.0,1.0,1.0,1.0,1.0,1.0662450066577895,2.0,2.0,1.0,0.25,0.0,4.0,1.0,2.0,1.0,2.0,1.0,0.5,45,5120,70,340,120.0,Cottonweed,50,1059860,0.6,55,Popoccoポポッコ,Skiploom,50.0,45,65,80,1,3,1.0,2,0
1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.25,0.0,4.0,1.0,2.0,1.0,2.0,1.0,0.5,55,5120,70,460,45.0,Cottonweed,70,1059860,0.8,75,Wataccoワタッコ,Jumpluff,50.0,55,95,110,1,3,3.0,2,0
1.0,1.0568350668647846,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,70,5120,70,360,45.0,Long Tail,55,800000,0.8,55,Eipamエイパム,Aipom,50.0,40,55,85,5,0,11.5,2,0
2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,30,5120,70,180,235.0,Seed,30,1059860,0.3,30,Himanutsヒマナッツ,Sunkern,50.0,30,30,30,1,0,1.8,2,0
2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,75,5120,70,425,120.0,Sun,55,1059860,0.8,75,Kimawariキマワリ,Sunflora,50.0,105,85,30,1,0,8.5,2,0
0.5,1.0,1.0,2.0,1.0,0.25,2.0,2.0,1.0,0.25,0.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,65,5120,70,390,75.0,Clear Wing,45,1000000,1.2,65,Yanyanmaヤンヤンマ,Yanma,50.0,75,45,95,4,3,38.0,2,0
0.9975795297372061,1.0,1.0,0.0,1.0513117283950617,1.0,0.5,1.0,1.0,4.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,1.0,45,5120,70,210,255.0,Water Fish,45,1000000,0.4,55,Upahウパー,Wooper,50.0,25,25,15,3,7,8.5,2,0
1.0,1.0,1.0,1.0753968253968254,1.0,1.0,0.5,1.0,1.0,4.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,1.0,85,5120,70,430,90.0,Water Fish,85,1000000,1.4,95,Nuohヌオー,Quagsire,50.0,65,65,35,3,7,75.0,2,0
2.0,1.0568350668647846,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,65,8960,70,525,45.0,Sun,60,1000000,0.9,65,Eifieエーフィ,Espeon,88.1,130,95,110,11,0,26.5,2,0
2.0,0.5,1.0,1.0753968253968254,2.0,2.0,1.1474700399467377,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,65,8960,35,525,45.0,Moonlight,110,1000000,1.0,95,Blackyブラッキー,Umbreon,88.1,60,130,65,16,0,27.0,2,0
1.0,0.5,1.0,2.0,1.0513117283950617,1.0,1.0,1.0,0.5,0.5,0.0,2.0,1.0,1.0,0.0,2.0,1.0,1.0,85,5120,35,405,30.0,Darkness,42,1059860,0.5,60,Yamikarasuヤミカラス,Murkrow,50.0,85,42,91,16,3,2.1,2,0
2.0,2.0,1.0,2.0,1.0,0.5,0.5,1.0,2.0,2.0,1.0,0.5,1.0,1.0,0.5,1.0,0.5,0.5,75,5120,70,490,70.0,Royal,80,1000000,2.0,95,Yadokingヤドキング,Slowking,50.0,100,110,30,3,11,79.5,2,0
0.5,2.0,1.0,1.0,1.0513117283950617,0.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,1.0,60,6400,35,435,45.0,Screech,60,800000,0.7,60,Mumaムウマ,Misdreavus,50.0,85,85,85,13,0,1.0,2,0
2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,72,10240,70,336,225.0,Symbol,48,1000000,0.5,48,Unknownアンノーン,Unown,55.155761024181935,72,48,48,11,0,5.0,2,0
2.0,2.0,1.0,1.0753968253968254,1.0513117283950617,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,33,5120,70,405,45.0,Patient,58,1000000,1.3,190,Sonansソーナンス,Wobbuffet,50.0,33,58,33,11,0,28.5,2,0
2.0,1.0568350668647846,1.0,1.0753968253968254,1.0513117283950617,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,80,5120,70,455,60.0,Long Neck,65,1000000,1.5,70,Kirinrikiキリンリキ,Girafarig,50.0,90,65,85,5,11,41.5,2,0
1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,65,5120,70,290,190.0,Bagworm,90,1000000,0.6,50,Kunugidamaクヌギダマ,Pineco,50.0,35,35,15,4,0,7.2,2,0
0.5,1.0,0.9797101449275363,1.0,0.5,1.0,4.0,1.0,1.0,0.25,1.0,0.5,0.5,0.0,0.5,1.0,0.5,1.0,90,5120,70,465,75.0,Bagworm,140,1000000,1.2,75,Foretosフォレトス,Forretress,50.0,60,60,40,4,12,125.8,2,0
1.0,1.0,1.0,1.0,1.0,1.0662450066577895,1.0,1.1957390146471372,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,70,5120,70,415,190.0,Land Snake,70,1000000,1.5,100,Nokocchiノコッチ,Dunsparce,50.0,65,65,45,5,0,14.0,2,0
0.5,1.0,1.0,1.0753968253968254,1.0,0.5,1.0,1.0,1.0,1.0,0.0,4.0,1.0,0.5,1.0,1.0,1.0,2.0,75,5120,70,430,60.0,Flyscorpion,105,1059860,1.1,65,Gligerグライガー,Gligar,50.0,35,65,85,8,3,64.8,2,0
0.5,1.0,0.5,0.0,0.5,1.0662450066577895,2.0,0.5,1.0,1.0,2.0,1.0,0.5,0.0,0.5,0.25,0.5,2.0,125,6400,70,610,25.0,Iron Snake,230,1000000,9.2,75,Haganeilハガネール,Steelix,50.0,55,95,30,17,7,400.0,2,0
0.5,0.5,0.0,1.0753968253968254,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,80,5120,70,300,190.0,Fairy,50,800000,0.6,60,Buluブルー,Snubbull,24.6,40,40,30,9,0,7.8,2,0
0.9975795297372061,0.5,0.9797101449275363,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,120,5120,70,450,75.0,Fairy,75,800000,1.4,90,Granbuluグランブル,Granbull,24.6,60,60,45,9,0,48.7,2,0
0.9975795297372061,1.0,1.0,2.0,0.5,0.5,0.5,1.0,1.0,1.0,2.0,0.5,1.0,0.5,2.0,1.0,0.5,0.5,95,5120,70,440,45.0,Balloon,85,1000000,0.5,65,Harysenハリーセン,Qwilfish,50.0,55,55,85,3,1,3.9,2,0
0.5,1.0,0.5,1.0,1.0513117283950617,1.0,4.0,1.0,1.0,0.25,1.0,0.5,0.5,0.0,0.5,1.0,0.5,1.0,150,6400,70,600,25.0,Pincer,140,1000000,1.8,70,Hassamハッサム,Scizor,50.0,65,100,75,4,12,118.0,2,0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,2.0,2.0,2.0,10,5120,70,505,190.0,Mold,230,1059860,0.6,20,Tsubotsuboツボツボ,Shuckle,50.0,10,230,5,4,14,20.5,2,0
0.5,0.5,1.0,1.0,2.0,0.5,2.0,4.0,1.0,0.5,0.5,1.0,1.0,1.0,2.0,1.0,1.0,1.0,185,6400,70,600,45.0,Singlehorn,115,1250000,1.5,80,Heracrosヘラクロス,Heracross,50.0,40,105,75,4,10,54.0,2,0
2.0,0.5,1.0,1.0,2.0,4.0,2.0,1.0,0.9820239680426098,1.0,1.0,0.5,1.0,1.0,0.0,2.0,2.0,1.0,95,5120,35,430,60.0,Sharp Claw,55,1059860,0.9,55,Nyulaニューラ,Sneasel,50.0,35,75,115,16,6,28.0,2,0
1.0,1.0,1.0,1.0,1.0513117283950617,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,80,5120,70,330,120.0,Little Bear,50,1000000,0.6,60,Himegumaヒメグマ,Teddiursa,50.0,50,50,40,5,0,8.8,2,0
0.9975795297372061,1.0,1.0,1.0753968253968254,1.0,2.0,1.0,1.1957390146471372,0.9820239680426098,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,130,5120,70,500,60.0,Hibernator,75,1000000,1.8,90,Ringumaリングマ,Ursaring,50.0,75,75,55,5,0,125.8,2,0
0.5,1.0568350668647846,1.0,1.0753968253968254,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,40,5120,70,250,190.0,Lava,40,1000000,0.7,40,Magmagマグマッグ,Slugma,50.0,70,40,20,2,0,35.0,2,0
0.5,1.0,1.0,1.0753968253968254,0.5,1.0662450066577895,0.25,0.5,1.0,1.0,4.0,0.5,0.5,0.5,1.0,2.0,1.0,4.0,50,5120,70,430,75.0,Lava,120,1000000,0.8,60,Magcargotマグカルゴ,Magcargo,50.0,90,80,30,2,14,55.0,2,0
1.0,1.0568350668647846,1.0,0.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,50,5120,70,250,225.0,Pig,40,1250000,0.4,50,Urimooウリムー,Swinub,50.0,30,30,50,14,7,6.5,2,0
1.0,1.0,1.0,0.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,100,5120,70,450,75.0,Swine,80,1250000,1.1,100,Inomooイノムー,Piloswine,50.0,60,60,50,14,7,55.8,2,0
1.0,1.0,1.0,2.0,1.0,2.0,0.25,1.1957390146471372,1.0,4.0,2.0,0.5,0.5,0.5,1.0,1.0,1.0,1.0,55,5120,70,410,60.0,Coral,95,800000,0.6,65,Sunnygoサニーゴ,Corsola,24.6,65,95,35,3,14,5.0,2,0
1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,65,5120,70,300,190.0,Jet,35,1000000,0.6,35,Teppouoテッポウオ,Remoraid,50.0,65,35,65,3,0,12.0,2,0
1.0,1.0,1.0,2.0,1.0513117283950617,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,105,5120,70,480,75.0,Jet,75,1000000,0.9,75,Okutankオクタン,Octillery,50.0,105,75,45,3,0,28.5,2,0
0.5,1.0,1.0,1.0753968253968254,1.0,1.0,2.0,1.0,1.0,0.5,0.0,1.0,1.0,1.0,1.0,4.0,2.0,1.0,55,5120,70,330,45.0,Delivery,45,800000,0.9,45,Delibirdデリバード,Delibird,50.0,65,45,75,14,3,16.0,2,0
0.5,1.0,1.0,4.0,1.0,0.5,0.5,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,40,6400,70,485,25.0,Kite,70,1250000,2.1,85,Mantainマンタイン,Mantine,50.0,80,140,70,3,3,220.0,2,0
0.9975795297372061,1.0,0.5,2.0,0.5,1.0,2.0,0.5,1.0,0.25,0.0,1.0,0.5,0.0,0.5,1.0,0.5,1.0,80,6400,70,465,25.0,Armor Bird,140,1250000,1.7,65,Airmdエアームド,Skarmory,50.0,40,70,70,17,3,50.5,2,0
1.0,0.5,1.0,1.0,1.0513117283950617,2.0,0.5,1.0,0.5,0.5,2.0,0.5,1.0,1.0,0.0,2.0,0.5,2.0,60,5120,35,330,120.0,Dark,30,1250000,0.6,45,Delvilデルビル,Houndour,50.0,80,50,65,16,13,10.8,2,0
1.0,0.5,1.0,1.0,1.0,2.0,0.5,1.0,0.5,0.5,2.0,0.5,1.0,1.0,0.0,2.0,0.5,2.0,90,5120,35,600,45.0,Dark,90,1250000,1.4,75,Hellgarヘルガー,Houndoom,50.0,140,90,115,16,13,35.0,2,0
1.0,1.0568350668647846,2.0,1.0,1.0513117283950617,1.0662450066577895,0.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.25,95,5120,70,540,45.0,Dragon,95,1000000,1.8,75,Kingdraキングドラ,Kingdra,50.0,95,95,85,3,16,152.0,2,0
1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0,60,5120,70,330,120.0,Long Nose,60,1000000,0.5,90,Gomazouゴマゾウ,Phanpy,50.0,40,40,40,8,0,33.5,2,0
1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0,120,5120,70,500,60.0,Armor,120,1000000,1.1,90,Donfanドンファン,Donphan,50.0,60,60,50,8,0,120.0,2,0
1.0,1.0,1.0,1.0,1.0,1.0662450066577895,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,80,5120,70,515,45.0,Virtual,90,1000000,0.6,85,Porygon2ポリゴン２,Porygon2,55.155761024181935,105,95,60,5,0,32.5,2,0
1.0,1.0,0.9797101449275363,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,95,5120,70,465,45.0,Big Horn,62,1250000,1.4,73,Odoshishiオドシシ,Stantler,50.0,85,65,85,5,0,71.2,2,0
1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.9820239680426098,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,20,5120,70,250,45.0,Painter,35,800000,1.2,55,Dobleドーブル,Smeargle,50.0,20,45,75,5,0,58.0,2,0
0.5,0.5,1.0,1.0,1.0513117283950617,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,35,6400,70,210,75.0,Scuffle,35,1000000,0.7,35,Balkieバルキー,Tyrogue,100.0,35,35,35,10,0,21.0,2,0
0.5,1.0568350668647846,1.0,1.0,2.0,1.0,1.0,1.1957390146471372,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,95,6400,70,455,45.0,Handstand,95,1000000,1.4,50,Kapoererカポエラー,Hitmontop,100.0,35,110,70,10,0,48.0,2,0
2.0,1.0568350668647846,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,0.5,2.0,2.0,1.0,30,6400,70,305,45.0,Kiss,15,1000000,0.4,45,Muchulムチュール,Smoochum,0.0,85,65,65,14,11,6.0,2,0
1.0,1.0,1.0,0.5,1.0513117283950617,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,63,6400,70,360,45.0,Electric,37,1000000,0.6,45,Elekidエレキッド,Elekid,75.4,65,55,95,7,0,23.5,2,0
0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,75,6400,70,365,45.0,Live Coal,37,1000000,0.7,45,Bubyブビィ,Magby,75.4,70,55,83,2,0,21.4,2,0
0.9975795297372061,1.0568350668647846,1.0,1.0753968253968254,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,80,5120,70,490,45.0,Milk Cow,105,1250000,1.2,95,Miltankミルタンク,Miltank,0.0,40,70,100,5,0,75.5,2,0
1.0,1.0,1.0,1.0,1.0513117283950617,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10,10240,140,540,30.0,Happiness,10,800000,1.5,255,Happinasハピナス,Blissey,0.0,75,135,55,5,0,46.8,2,0
1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,85,20480,35,580,3.0,Thunder,75,1250000,1.9,90,Raikouライコウ,Raikou,55.155761024181935,115,100,115,7,0,178.0,2,1
0.5,1.0,0.9797101449275363,1.0,0.5,1.0662450066577895,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,115,20480,35,580,3.0,Volcano,85,1250000,2.1,115,Enteiエンテイ,Entei,55.155761024181935,90,75,100,2,0,198.0,2,1
1.0,1.0568350668647846,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,75,20480,35,580,3.0,Aurora,115,1250000,2.0,100,Suicuneスイクン,Suicune,55.155761024181935,90,115,85,3,0,187.0,2,1
1.0,1.0568350668647846,1.0,0.0,1.0,2.0,0.5,0.5,1.0,4.0,2.0,2.0,0.5,0.25,1.0,0.5,2.0,4.0,64,10240,35,300,45.0,Rock Skin,50,1250000,0.6,50,Yogirasヨーギラス,Larvitar,50.0,45,50,41,12,7,72.0,2,0
1.0,1.0,1.0,0.0,1.0,2.0,0.5,0.5,1.0,4.0,2.0,2.0,0.5,0.25,1.0,0.5,2.0,4.0,84,10240,35,410,45.0,Hard Shell,70,1250000,1.2,70,Sanagirasサナギラス,Pupitar,50.0,65,70,51,12,7,152.0,2,0
2.0,0.5,1.0,1.0,2.0,4.0,0.5,0.5,0.5,2.0,2.0,1.0,0.5,0.5,0.0,1.0,2.0,2.0,164,10240,35,700,45.0,Armor,150,1250000,2.0,100,Bangirasバンギラス,Tyranitar,50.0,95,120,71,12,4,202.0,2,0
0.9975795297372061,2.0,1.0,1.0753968253968254,1.0,0.25,1.0,1.0,2.0,0.5,0.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,90,30720,0,680,3.0,Diving,130,1250000,5.2,106,Lugiaルギア,Lugia,55.155761024181935,90,154,110,11,3,216.0,2,1
0.25,1.0568350668647846,1.0,2.0,0.5,0.5,0.5,1.0,1.0,0.25,0.0,1.0,1.0,1.0,1.0,4.0,0.5,2.0,130,30720,0,680,3.0,Rainbow,90,1250000,3.8,106,Hououホウオウ,Ho-Oh,55.155761024181935,110,154,90,2,3,199.0,2,1
4.0,2.0,1.0,0.5,1.0513117283950617,0.5,2.0,2.0,0.9820239680426098,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,0.5,100,30720,100,600,45.0,Time Travel,100,1059860,0.6,100,Celebiセレビィ,Celebi,55.155761024181935,100,100,100,11,9,5.0,2,1
2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,45,5120,70,310,45.0,Wood Gecko,35,1059860,0.5,40,Kimoriキモリ,Treecko,88.1,65,55,70,1,0,5.0,3,0
2.0,1.0,1.0,0.5,1.0,1.0662450066577895,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,65,5120,70,405,45.0,Wood Gecko,45,1059860,0.9,50,Juptileジュプトル,Grovyle,88.1,85,65,95,1,0,21.6,3,0
2.0,1.0,1.0,1.0753968253968254,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,110,5120,70,630,45.0,Forest,75,1059860,1.7,70,Jukainジュカイン,Sceptile,88.1,145,85,145,1,0,52.2,3,0
0.5,1.0568350668647846,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,60,5120,70,310,45.0,Chick,40,1059860,0.4,45,Achamoアチャモ,Torchic,88.1,70,50,45,2,0,2.5,3,0
0.25,0.5,1.0,1.0753968253968254,1.0,1.0,1.1474700399467377,2.0,1.0,0.5,2.0,0.5,1.0,1.0,2.0,1.0,0.5,2.0,85,5120,70,405,45.0,Young Fowl,60,1059860,0.9,60,Wakasyamoワカシャモ,Combusken,88.1,85,60,55,2,10,19.5,3,0
0.25,0.5,1.0,1.0,1.0513117283950617,1.0,0.5,2.0,1.0,0.5,2.0,0.5,1.0,1.0,2.0,1.0,0.5,2.0,160,5120,70,630,45.0,Blaze,80,1059860,1.9,80,Bursyamoバシャーモ,Blaziken,88.1,130,80,100,2,10,52.0,3,0
1.0,1.0,1.0,2.0,1.0513117283950617,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,70,5120,70,310,45.0,Mud Fish,50,1059860,0.4,50,Mizugorouミズゴロウ,Mudkip,88.1,50,50,40,3,0,7.6,3,0
1.0,1.0,1.0,0.0,1.0513117283950617,1.0,0.5,1.0,1.0,4.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,1.0,85,5120,70,405,45.0,Mud Fish,70,1059860,0.7,70,Numacrawヌマクロー,Marshtomp,88.1,60,70,50,3,7,28.0,3,0
1.0,1.0568350668647846,1.0,0.0,1.0513117283950617,1.0,0.5,1.0,1.0,4.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,1.0,150,5120,70,635,45.0,Mud Fish,110,1059860,1.5,100,Laglargeラグラージ,Swampert,88.1,95,110,70,3,7,81.9,3,0
2.0,0.5,1.0,1.0753968253968254,2.0,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,55,3840,70,220,255.0,Bite,35,1000000,0.5,35,Pochienaポチエナ,Poochyena,50.0,30,30,35,16,0,13.6,3,0
2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,90,3840,70,420,127.0,Bite,70,1000000,1.0,70,Graenaグラエナ,Mightyena,50.0,60,60,70,16,0,37.0,3,0
1.0,1.0,1.0,1.0,1.0513117283950617,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,30,3840,70,240,255.0,Tiny Racoon,41,1000000,0.4,38,Jiguzagumaジグザグマ,Zigzagoon,50.0,30,41,60,5,0,17.5,3,0
1.0,1.0568350668647846,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,70,3840,70,420,90.0,Rush,61,1000000,0.5,78,Massugumaマッスグマ,Linoone,50.0,50,61,100,5,0,32.5,3,0
0.9975795297372061,1.0,1.0,1.0,1.0513117283950617,0.5,2.0,2.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,45,3840,70,195,255.0,Worm,35,1000000,0.3,45,Kemussoケムッソ,Wurmple,50.0,20,30,20,4,0,3.6,3,0
1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,35,3840,70,205,120.0,Cocoon,55,1000000,0.6,50,Karasalisカラサリス,Silcoon,50.0,25,25,15,4,0,10.0,3,0
0.5,1.0568350668647846,1.0,2.0,1.0513117283950617,0.25,2.0,2.0,1.0,0.25,0.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,70,3840,70,395,45.0,Butterfly,50,1000000,1.0,60,Agehuntアゲハント,Beautifly,50.0,100,50,65,4,3,28.4,3,0
1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,0.9820239680426098,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,35,3840,70,205,120.0,Cocoon,55,1000000,0.7,50,Mayuldマユルド,Cascoon,50.0,25,25,15,4,0,11.5,3,0
0.5,1.0,1.0,1.0,0.5,0.25,2.0,2.0,1.0,0.25,1.0,1.0,1.0,0.5,2.0,2.0,1.0,1.0,50,3840,70,385,45.0,Poison Moth,70,1000000,1.2,60,Dokucaleドクケイル,Dustox,50.0,50,90,65,4,1,31.6,3,0
2.0,1.0,1.0,1.0753968253968254,1.0,1.0,1.0,2.0,0.9820239680426098,1.0,0.5,1.0,1.0,2.0,1.0,1.0,0.5,0.25,30,3840,70,220,255.0,Water Weed,30,1059860,0.5,40,Hassbohハスボー,Lotad,50.0,40,50,30,3,9,2.6,3,0
2.0,1.0,0.9797101449275363,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,0.5,0.25,50,3840,70,340,120.0,Jolly,50,1059860,1.2,60,Hasubreroハスブレロ,Lombre,50.0,60,70,50,3,9,32.5,3,0
2.0,1.0,1.0,1.0,1.0,1.0662450066577895,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,0.5,0.25,70,3840,70,480,45.0,Carefree,70,1059860,1.5,80,Runpappaルンパッパ,Ludicolo,50.0,90,100,70,3,9,55.0,3,0
2.0,1.0,1.0,0.5,1.0,1.0,1.1474700399467377,1.1957390146471372,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,40,3840,70,220,255.0,Acorn,50,1059860,0.5,40,Tanebohタネボー,Seedot,50.0,30,30,30,1,0,4.0,3,0
4.0,0.5,1.0,0.5,2.0,2.0,2.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.0,1.0,1.0,0.5,70,3840,70,340,120.0,Wily,40,1059860,1.0,70,Konohanaコノハナ,Nuzleaf,50.0,60,40,60,1,4,28.0,3,0
4.0,0.5,1.0,0.5,2.0,2.0,2.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.0,1.0,1.0,0.5,100,3840,70,480,45.0,Wickid,60,1059860,1.3,90,Dirtengダーテング,Shiftry,50.0,90,60,80,1,4,59.6,3,0
0.9975795297372061,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.9820239680426098,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,55,3840,70,270,200.0,TinySwallow,30,1059860,0.3,40,Subameスバメ,Taillow,50.0,30,30,85,5,3,2.3,3,0
0.5,1.0,1.0,2.0,1.0,1.0,1.1474700399467377,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,85,3840,70,455,45.0,Swallow,60,1059860,0.7,60,Ohsubameオオスバメ,Swellow,50.0,75,50,125,5,3,19.8,3,0
0.5,1.0568350668647846,1.0,4.0,1.0,0.5,0.5,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,30,5120,70,270,190.0,Seagull,30,1000000,0.6,40,Camomeキャモメ,Wingull,50.0,55,30,85,3,3,9.5,3,0
0.5,1.0,1.0,4.0,1.0,0.5,0.5,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,50,5120,70,440,45.0,Water Bird,100,1000000,1.2,60,Pelipperペリッパー,Pelipper,50.0,95,70,65,3,3,28.0,3,0
1.0,1.0,0.0,1.0,1.0,0.25,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,2.0,1.0,25,5120,35,198,235.0,Feeling,25,1250000,0.4,28,Raltsラルトス,Ralts,50.0,45,35,40,11,8,6.6,3,0
